fpas.placement_name,tpas.placement_name,fpas.impressions,tpas.impressions,fpas.clicks,tpas.clicks,fpas.event_datetime,tpas.event_datetime
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1308,1413,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,843,946,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,949,1019,1,1,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1600,1776,1,1,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1509,1677,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,922,1045,1,1,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,539,514,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1566,1658,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,908,915,0,0,3/20/16,3/20/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",770,645,1,1,3/20/16,3/20/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,6172,5739,1,1,3/20/16,3/20/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,2677,2839,1,1,3/20/16,3/20/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,562,645,0,0,3/20/16,3/20/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,851,1031,0,0,3/20/16,3/20/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,7388,7345,0,0,3/20/16,3/20/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,1164,1455,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,686,746,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1634,1212,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,854,931,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1602,1804,1,1,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,852,912,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1478,1657,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,888,967,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,806,890,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1278,1433,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1250,1396,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,961,1052,1,1,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,575,637,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1106,1243,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,893,1029,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1750,1998,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,885,1031,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1375,1539,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1397,1573,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,895,984,1,1,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1402,1575,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1749,1149,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,914,912,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1418,1446,0,0,3/20/16,3/20/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1499,1267,0,0,3/20/16,3/20/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,1049,1125,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,1000,1044,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1623,1707,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,960,1034,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,932,1001,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1653,1792,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1588,1726,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,868,977,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,816,806,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1532,1654,0,1,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,852,881,0,0,3/21/16,3/21/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",731,618,0,0,3/21/16,3/21/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,4683,4872,0,0,3/21/16,3/21/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,2342,2358,3,3,3/21/16,3/21/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,525,536,0,0,3/21/16,3/21/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,710,801,1,1,3/21/16,3/21/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,6836,6920,0,0,3/21/16,3/21/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,995,1089,1,1,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,795,895,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1547,1380,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,799,854,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1663,1844,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,843,938,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1508,1654,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1453,1533,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,930,977,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1623,1782,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1578,1704,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,895,957,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,835,904,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1654,1897,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,929,1060,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1732,2059,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,962,1053,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1469,1642,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|New York|728x90,Geo-targeted Showroom Display|New York|728x90|Rich Media Display|Rich Media||,1436,1598,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|300x250,Geo-targeted Showroom Display|Philadelphia|300x250|Rich Media Display|Rich Media||,852,920,1,1,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Philadelphia|728x90,Geo-targeted Showroom Display|Philadelphia|728x90|Rich Media Display|Rich Media||,1652,1809,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Phoenix|728x90,Geo-targeted Showroom Display|Phoenix|728x90|Rich Media Display|Rich Media||,1473,1460,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|San Francisco|300x250,Geo-targeted Showroom Display|San Francisco|300x250|Rich Media Display|Rich Media||,969,935,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Seattle|728x90,Geo-targeted Showroom Display|Seattle|728x90|Rich Media Display|Rich Media||,1578,1646,0,0,3/21/16,3/21/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|728x90""","""Geo-targeted Showroom Display|Washington, DC|728x90|Rich Media Display|Rich Media||""",1658,1251,0,0,3/21/16,3/21/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|300x250,Geo-targeted Showroom Display|Cincinnati|300x250|Rich Media Display|Rich Media||,969,1063,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Connecticut|300x250,Geo-targeted Showroom Display|Connecticut|300x250|Rich Media Display|Rich Media||,917,971,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Connecticut|728x90,Geo-targeted Showroom Display|Connecticut|728x90|Rich Media Display|Rich Media||,1716,1816,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Denver|300x250,Geo-targeted Showroom Display|Denver|300x250|Rich Media Display|Rich Media||,1006,1094,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Detroit|300x250,Geo-targeted Showroom Display|Detroit|300x250|Rich Media Display|Rich Media||,940,1009,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Detroit|728x90,Geo-targeted Showroom Display|Detroit|728x90|Rich Media Display|Rich Media||,1554,1613,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Houston|728x90,Geo-targeted Showroom Display|Houston|728x90|Rich Media Display|Rich Media||,1464,1576,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|New York|300x250,Geo-targeted Showroom Display|New York|300x250|Rich Media Display|Rich Media||,871,993,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Phoenix|300x250,Geo-targeted Showroom Display|Phoenix|300x250|Rich Media Display|Rich Media||,787,785,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|San Francisco|728x90,Geo-targeted Showroom Display|San Francisco|728x90|Rich Media Display|Rich Media||,1566,1594,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Seattle|300x250,Geo-targeted Showroom Display|Seattle|300x250|Rich Media Display|Rich Media||,750,757,0,0,3/22/16,3/22/16
"""2/17/16 Geo-targeted Showroom Display|Washington, DC|300x250""","""Geo-targeted Showroom Display|Washington, DC|300x250|Rich Media Display|Rich Media||""",684,599,0,0,3/22/16,3/22/16
1.25.15_Standard Display|US|300x250||Standard Display,Standard Display|US|300x250||Standard Display||,4634,4767,2,2,3/22/16,3/22/16
1.25.16_Standard Display|US|160x600||Standard Display,Standard Display|US|160x600||Standard Display||,2262,2355,2,2,3/22/16,3/22/16
1.25.16_Standard Display|US|160x600||Standard Display|Added Value,Standard Display|US|160x600||Standard Display|Added Value|,601,644,1,1,3/22/16,3/22/16
1.25.16_Standard Display|US|300x250||Standard Display|Added Value,Standard Display|US|300x250||Standard Display|Added Value|,770,801,2,2,3/22/16,3/22/16
1.25.16_Standard Display|US|728x90||Standard Display,Standard Display|US|728x90||Standard Display||,7719,7690,1,0,3/22/16,3/22/16
1.25.16_Standard Display|US|728x90||Standard Display|Added Value,Standard Display|US|728x90||Standard Display|Added Value|,1066,1127,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Atlanta|300x250,Geo-targeted Showroom Display|Atlanta|300x250|Rich Media Display|Rich Media||,963,1086,0,1,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Atlanta|728x90,Geo-targeted Showroom Display|Atlanta|728x90|Rich Media Display|Rich Media||,1503,1678,1,2,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Boston|300x250,Geo-targeted Showroom Display|Boston|300x250|Rich Media Display|Rich Media||,1029,1122,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Boston|728x90,Geo-targeted Showroom Display|Boston|728x90|Rich Media Display|Rich Media||,1560,1695,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Chicago|300x250,Geo-targeted Showroom Display|Chicago|300x250|Rich Media Display|Rich Media||,933,1006,0,1,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Chicago|728x90,Geo-targeted Showroom Display|Chicago|728x90|Rich Media Display|Rich Media||,1426,1569,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Cincinnati|728x90,Geo-targeted Showroom Display|Cincinnati|728x90|Rich Media Display|Rich Media||,1402,1623,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Dallas|300x250,Geo-targeted Showroom Display|Dallas|300x250|Rich Media Display|Rich Media||,950,1032,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Dallas|728x90,Geo-targeted Showroom Display|Dallas|728x90|Rich Media Display|Rich Media||,1580,1763,0,1,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Denver|728x90,Geo-targeted Showroom Display|Denver|728x90|Rich Media Display|Rich Media||,1526,1697,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Houston|300x250|,Geo-targeted Showroom Display|Houston|300x250|Rich Media Display|Rich Media||,964,1042,1,1,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Kansas City|300x250,Geo-targeted Showroom Display|Kansas City|300x250|Rich Media Display|Rich Media||,848,948,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Kansas City|728x90,Geo-targeted Showroom Display|Kansas City|728x90|Rich Media Display|Rich Media||,1454,1546,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|300x250,Geo-targeted Showroom Display|Los Angeles|300x250|Rich Media Display|Rich Media||,955,1056,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|Los Angeles|728x90,Geo-targeted Showroom Display|Los Angeles|728x90|Rich Media Display|Rich Media||,1696,1972,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|New Jersey|300x250,Geo-targeted Showroom Display|New Jersey|300x250|Rich Media Display|Rich Media||,1054,1182,0,0,3/22/16,3/22/16
2/17/16 Geo-targeted Showroom Display|New Jersey|728x90,Geo-targeted Showroom Display|New Jersey|728x90|Rich Media Display|Rich Media||,1515,1660,0,0,3/22/16,3/22/16
